,Region,Asalariados,Percepciones por persona,Salarios,Salario Medio Anual,year,smi
427,Región de Murcia,17790,1.13,658108483,36993,2009,4-4.5
428,La Rioja,4700,1.13,174344820,37095,2009,4-4.5
429,Comunidad Valenciana,64302,1.12,2379165091,37000,2009,4-4.5
430,Ciudad de Ceuta,1745,1.29,64702886,37079,2009,4-4.5
431,Ciudad de Melilla,1653,1.26,61243067,37050,2009,4-4.5
432,Total,497768,1.12,20581092461,41347,2009,4.5-5
433,Andalucía,74735,1.1,3092988281,41386,2009,4.5-5
434,Aragón,16132,1.13,667211885,41359,2009,4.5-5
435,Principado de Asturias,13064,1.11,540743572,41392,2009,4.5-5
436,Illes Balears,10592,1.15,437999304,41352,2009,4.5-5
437,Canarias,17317,1.11,714652268,41269,2009,4.5-5
438,Cantabria,7382,1.1,305518446,41387,2009,4.5-5
439,Castilla - La Mancha,19007,1.13,786090565,41358,2009,4.5-5
440,Castilla y León,28754,1.13,1187632648,41303,2009,4.5-5
441,Cataluña,102875,1.12,4255611146,41367,2009,4.5-5
442,Extremadura,8215,1.13,339255603,41297,2009,4.5-5
443,Galicia,27641,1.12,1142542247,41335,2009,4.5-5
444,Comunidad de Madrid,104943,1.12,4336996125,41327,2009,4.5-5
445,Región de Murcia,13705,1.12,568020594,41446,2009,4.5-5
446,La Rioja,3774,1.1,156112823,41365,2009,4.5-5
447,Comunidad Valenciana,46694,1.12,1928165361,41294,2009,4.5-5
448,Ciudad de Ceuta,1530,1.2,63214756,41317,2009,4.5-5
449,Ciudad de Melilla,1409,1.18,58336836,41403,2009,4.5-5
450,Total,916101,1.15,47508999657,51860,2009,5-7.5
451,Andalucía,123712,1.14,6363289090,51436,2009,5-7.5
452,Aragón,30487,1.17,1577460489,51742,2009,5-7.5
453,Principado de Asturias,22112,1.13,1141218103,51611,2009,5-7.5
454,Illes Balears,20430,1.18,1055600593,51669,2009,5-7.5
455,Canarias,30936,1.13,1604129107,51853,2009,5-7.5
456,Cantabria,12038,1.13,623809042,51820,2009,5-7.5
457,Castilla - La Mancha,31395,1.17,1614025362,51410,2009,5-7.5
458,Castilla y León,46429,1.18,2397351967,51635,2009,5-7.5
459,Cataluña,196459,1.15,10203833556,51939,2009,5-7.5
460,Extremadura,12098,1.17,623339382,51524,2009,5-7.5
461,Galicia,42838,1.2,2209550684,51579,2009,5-7.5
462,Comunidad de Madrid,234232,1.13,12266485621,52369,2009,5-7.5
463,Región de Murcia,22563,1.16,1154887526,51185,2009,5-7.5
464,La Rioja,5939,1.12,306431594,51596,2009,5-7.5
465,Comunidad Valenciana,78985,1.17,4089393831,51774,2009,5-7.5
466,Ciudad de Ceuta,2956,1.19,151606459,51288,2009,5-7.5
467,Ciudad de Melilla,2492,1.15,126587252,50797,2009,5-7.5
468,Total,250431,1.18,18658065404,74504,2009,7.5-10
469,Andalucía,29355,1.17,2184611058,74420,2009,7.5-10
470,Aragón,8030,1.2,596080433,74232,2009,7.5-10
471,Principado de Asturias,5708,1.16,423293952,74158,2009,7.5-10
472,Illes Balears,5254,1.19,391800458,74572,2009,7.5-10
473,Canarias,7630,1.17,564326804,73962,2009,7.5-10
474,Cantabria,3254,1.18,241382126,74180,2009,7.5-10
475,Castilla - La Mancha,6780,1.2,505949504,74624,2009,7.5-10
476,Castilla y León,11603,1.25,866159720,74650,2009,7.5-10
477,Cataluña,56924,1.19,4246352821,74597,2009,7.5-10
478,Extremadura,3413,1.18,255607110,74892,2009,7.5-10
479,Galicia,11459,1.23,853051287,74444,2009,7.5-10
480,Comunidad de Madrid,71838,1.16,5357931278,74584,2009,7.5-10
481,Región de Murcia,5133,1.2,384100351,74831,2009,7.5-10
482,La Rioja,1564,1.16,115579045,73900,2009,7.5-10
483,Comunidad Valenciana,21521,1.21,1601102417,74399,2009,7.5-10
484,Ciudad de Ceuta,509,1.28,37406562,73490,2009,7.5-10
485,Ciudad de Melilla,456,1.17,33330478,73093,2009,7.5-10
486,Total,168218,1.22,23369940147,138926,2009,>10
487,Andalucía,14062,1.23,1743305721,123973,2009,>10
488,Aragón,3833,1.25,465474446,121439,2009,>10
489,Principado de Asturias,2694,1.23,337081178,125123,2009,>10
490,Illes Balears,3359,1.23,491880115,146437,2009,>10
491,Canarias,4179,1.21,550761585,131793,2009,>10
492,Cantabria,1603,1.23,204870761,127805,2009,>10
493,Castilla - La Mancha,4304,1.22,508360341,118113,2009,>10
494,Castilla y León,5191,1.32,607817989,117091,2009,>10
495,Cataluña,41263,1.25,5584441709,135338,2009,>10
496,Extremadura,1512,1.21,163831523,108354,2009,>10
497,Galicia,6068,1.28,786613354,129633,2009,>10
498,Comunidad de Madrid,64222,1.17,9885133870,153921,2009,>10
499,Región de Murcia,3168,1.28,382403909,120708,2009,>10
500,La Rioja,717,1.24,89787044,125226,2009,>10
501,Comunidad Valenciana,11705,1.29,1529689683,130682,2009,>10
502,Ciudad de Ceuta,196,1.34,22542872,115015,2009,>10
503,Ciudad de Melilla,142,1.23,15944046,112282,2009,>10
504,Total,18024554,1.25,344505602339,19113,2010,Total
505,Andalucía,3254472,1.34,50340093593,15468,2010,Total
506,Aragón,584738,1.25,11517840379,19697,2010,Total
507,Principado de Asturias,415222,1.24,8268551673,19914,2010,Total
508,Illes Balears,462974,1.22,8299780264,17927,2010,Total
509,Canarias,819566,1.21,13544949394,16527,2010,Total
510,Cantabria,240576,1.21,4728569163,19655,2010,Total
511,Castilla - La Mancha,846506,1.27,14314524172,16910,2010,Total
512,Castilla y León,1019019,1.23,19159433883,18802,2010,Total
513,Cataluña,3251965,1.23,69453944522,21358,2010,Total
514,Extremadura,433770,1.33,6358437668,14659,2010,Total
515,Galicia,1067999,1.21,19559656304,18314,2010,Total
516,Comunidad de Madrid,2902906,1.22,71733229326,24711,2010,Total
517,Región de Murcia,576926,1.29,9447725020,16376,2010,Total
518,La Rioja,136815,1.26,2576019896,18828,2010,Total
519,Comunidad Valenciana,1953563,1.23,33935635677,17371,2010,Total
520,Ciudad de Ceuta,30257,1.19,677221419,22382,2010,Total
521,Ciudad de Melilla,27280,1.2,589989985,21627,2010,Total
522,Total,3420302,1.38,6392045904,1869,2010,0-0.5
523,Andalucía,924413,1.53,1625335616,1758,2010,0-0.5
524,Aragón,92837,1.34,177146582,1908,2010,0-0.5
525,Principado de Asturias,63646,1.28,122360491,1923,2010,0-0.5
526,Illes Balears,74541,1.25,150286409,2016,2010,0-0.5
527,Canarias,163816,1.25,313967626,1917,2010,0-0.5
528,Cantabria,35984,1.28,71092102,1976,2010,0-0.5
529,Castilla - La Mancha,183413,1.38,336453971,1834,2010,0-0.5
530,Castilla y León,164757,1.3,310001272,1882,2010,0-0.5
531,Cataluña,500505,1.3,972379747,1943,2010,0-0.5
532,Extremadura,118143,1.51,218377572,1848,2010,0-0.5
533,Galicia,159350,1.27,312134605,1959,2010,0-0.5
534,Comunidad de Madrid,377059,1.32,719326412,1908,2010,0-0.5
535,Región de Murcia,125680,1.41,236788966,1884,2010,0-0.5
536,La Rioja,23010,1.42,41441198,1801,2010,0-0.5
537,Comunidad Valenciana,402551,1.3,764821900,1900,2010,0-0.5
538,Ciudad de Ceuta,5169,1.17,9297040,1799,2010,0-0.5
539,Ciudad de Melilla,5429,1.17,10834396,1996,2010,0-0.5
540,Total,2206732,1.48,14570713007,6603,2010,0.5-1
541,Andalucía,448029,1.59,2935149139,6551,2010,0.5-1
542,Aragón,66040,1.5,437185453,6620,2010,0.5-1
543,Principado de Asturias,47526,1.41,315745911,6644,2010,0.5-1
544,Illes Balears,68972,1.36,468840891,6798,2010,0.5-1
545,Canarias,119028,1.4,781648293,6567,2010,0.5-1
546,Cantabria,27652,1.43,183723291,6644,2010,0.5-1
547,Castilla - La Mancha,100789,1.52,667385623,6622,2010,0.5-1
548,Castilla y León,117114,1.45,774124847,6610,2010,0.5-1
549,Cataluña,367117,1.46,2421680663,6596,2010,0.5-1
550,Extremadura,60681,1.59,395828068,6523,2010,0.5-1
551,Galicia,128930,1.4,859612197,6667,2010,0.5-1
552,Comunidad de Madrid,282456,1.45,1876479536,6643,2010,0.5-1
553,Región de Murcia,86214,1.58,568260393,6591,2010,0.5-1
554,La Rioja,14870,1.55,99347296,6681,2010,0.5-1
555,Comunidad Valenciana,264885,1.42,1745548632,6590,2010,0.5-1
556,Ciudad de Ceuta,3661,1.27,21948139,5995,2010,0.5-1
557,Ciudad de Melilla,2769,1.38,18204636,6574,2010,0.5-1
558,Total,2215265,1.34,24715651360,11157,2010,1-1.5
559,Andalucía,388835,1.37,4321536925,11114,2010,1-1.5
560,Aragón,65239,1.39,727309951,11148,2010,1-1.5
561,Principado de Asturias,50365,1.35,563576999,11190,2010,1-1.5
562,Illes Balears,69867,1.3,768133940,10994,2010,1-1.5
563,Canarias,127729,1.28,1425341074,11159,2010,1-1.5
564,Cantabria,30968,1.31,345701037,11163,2010,1-1.5
565,Castilla - La Mancha,102512,1.36,1147471522,11194,2010,1-1.5
566,Castilla y León,126619,1.34,1421372011,11226,2010,1-1.5
567,Cataluña,363409,1.36,4044783521,11130,2010,1-1.5
568,Extremadura,57225,1.34,642871383,11234,2010,1-1.5
569,Galicia,153544,1.28,1722244469,11217,2010,1-1.5
570,Comunidad de Madrid,327269,1.33,3664984982,11199,2010,1-1.5
571,Región de Murcia,82220,1.33,918045036,11166,2010,1-1.5
572,La Rioja,15809,1.38,176800882,11183,2010,1-1.5
573,Comunidad Valenciana,249585,1.31,2780365728,11140,2010,1-1.5
574,Ciudad de Ceuta,2010,1.34,22326930,11108,2010,1-1.5
575,Ciudad de Melilla,2060,1.36,22784971,11061,2010,1-1.5
576,Total,2592342,1.19,40203087263,15508,2010,1.5-2
577,Andalucía,410314,1.19,6361004046,15503,2010,1.5-2
578,Aragón,85702,1.23,1332161021,15544,2010,1.5-2
579,Principado de Asturias,58410,1.22,905920736,15510,2010,1.5-2
580,Illes Balears,74713,1.19,1158786952,15510,2010,1.5-2
581,Canarias,127166,1.16,1963615184,15441,2010,1.5-2
582,Cantabria,37829,1.17,586849703,15513,2010,1.5-2
583,Castilla - La Mancha,143351,1.19,2223488963,15511,2010,1.5-2
584,Castilla y León,171275,1.19,2656606074,15511,2010,1.5-2
585,Cataluña,416426,1.23,6473896865,15546,2010,1.5-2
586,Extremadura,66148,1.17,1013809007,15326,2010,1.5-2
587,Galicia,199529,1.16,3099988459,15537,2010,1.5-2
588,Comunidad de Madrid,396248,1.2,6129610312,15469,2010,1.5-2
589,Región de Murcia,81695,1.18,1270819813,15556,2010,1.5-2
590,La Rioja,21615,1.2,336569884,15571,2010,1.5-2
591,Comunidad Valenciana,296357,1.16,4602910033,15532,2010,1.5-2
592,Ciudad de Ceuta,3002,1.21,47031113,15667,2010,1.5-2
593,Ciudad de Melilla,2561,1.25,40019098,15626,2010,1.5-2
594,Total,1979233,1.15,39180531168,19796,2010,2-2.5
595,Andalucía,287634,1.14,5681403692,19752,2010,2-2.5
596,Aragón,74197,1.16,1473562679,19860,2010,2-2.5
597,Principado de Asturias,51914,1.23,1027862303,19799,2010,2-2.5
598,Illes Balears,51656,1.15,1023366167,19811,2010,2-2.5
599,Canarias,80997,1.12,1600505199,19760,2010,2-2.5
600,Cantabria,28952,1.14,571802762,19750,2010,2-2.5
601,Castilla - La Mancha,93979,1.14,1856799349,19758,2010,2-2.5
602,Castilla y León,125113,1.15,2472077247,19759,2010,2-2.5
603,Cataluña,402743,1.16,7999094935,19862,2010,2-2.5
604,Extremadura,38706,1.14,765686416,19782,2010,2-2.5
605,Galicia,127647,1.13,2518652666,19731,2010,2-2.5
606,Comunidad de Madrid,326560,1.15,6475808858,19830,2010,2-2.5
607,Región de Murcia,57346,1.14,1131538151,19732,2010,2-2.5
608,La Rioja,19429,1.13,384287821,19779,2010,2-2.5
609,Comunidad Valenciana,206140,1.13,4072871788,19758,2010,2-2.5
610,Ciudad de Ceuta,3100,1.18,62389720,20126,2010,2-2.5
611,Ciudad de Melilla,3121,1.15,62821417,20129,2010,2-2.5
612,Total,1388532,1.13,33634810829,24223,2010,2.5-3
613,Andalucía,196226,1.11,4750546039,24210,2010,2.5-3
614,Aragón,55131,1.13,1335558107,24225,2010,2.5-3
615,Principado de Asturias,36186,1.18,877339053,24245,2010,2.5-3
616,Illes Balears,32039,1.13,774390375,24170,2010,2.5-3
617,Canarias,52672,1.09,1275468647,24215,2010,2.5-3
618,Cantabria,19775,1.13,479714118,24259,2010,2.5-3
619,Castilla - La Mancha,61221,1.13,1481044747,24192,2010,2.5-3
620,Castilla y León,80675,1.13,1954251398,24224,2010,2.5-3
621,Cataluña,305467,1.13,7406213877,24246,2010,2.5-3
622,Extremadura,25334,1.13,614498052,24256,2010,2.5-3
623,Galicia,80762,1.13,1955735592,24216,2010,2.5-3
624,Comunidad de Madrid,245699,1.14,5964036975,24274,2010,2.5-3
625,Región de Murcia,36957,1.12,893017742,24164,2010,2.5-3
626,La Rioja,11867,1.12,287110815,24194,2010,2.5-3
627,Comunidad Valenciana,143369,1.11,3461675619,24145,2010,2.5-3
628,Ciudad de Ceuta,2908,1.19,70228715,24149,2010,2.5-3
629,Ciudad de Melilla,2244,1.2,53980957,24056,2010,2.5-3
630,Total,1059131,1.11,30445415589,28746,2010,3-3.5
631,Andalucía,157849,1.09,4543044475,28781,2010,3-3.5
632,Aragón,41018,1.11,1177807651,28714,2010,3-3.5
633,Principado de Asturias,28356,1.14,815024872,28743,2010,3-3.5
634,Illes Balears,22826,1.12,656649514,28768,2010,3-3.5
635,Canarias,36857,1.08,1059180861,28738,2010,3-3.5
636,Cantabria,15205,1.09,437049345,28744,2010,3-3.5
637,Castilla - La Mancha,43386,1.11,1246279940,28726,2010,3-3.5
638,Castilla y León,63158,1.11,1817768498,28781,2010,3-3.5
639,Cataluña,223912,1.12,6429228095,28713,2010,3-3.5
640,Extremadura,19938,1.1,573460818,28762,2010,3-3.5
641,Galicia,60663,1.1,1742284754,28721,2010,3-3.5
642,Comunidad de Madrid,202951,1.12,5836054905,28756,2010,3-3.5
643,Región de Murcia,27584,1.1,793671120,28773,2010,3-3.5
644,La Rioja,8309,1.1,238552184,28710,2010,3-3.5
645,Comunidad Valenciana,103571,1.1,2977222427,28746,2010,3-3.5
646,Ciudad de Ceuta,1879,1.18,54025062,28752,2010,3-3.5
647,Ciudad de Melilla,1669,1.17,48111068,28826,2010,3-3.5
648,Total,823209,1.1,27291723533,33153,2010,3.5-4
649,Andalucía,125330,1.08,4157156421,33170,2010,3.5-4
650,Aragón,30165,1.12,998909489,33115,2010,3.5-4
651,Principado de Asturias,22163,1.12,733101537,33078,2010,3.5-4
652,Illes Balears,18872,1.11,626852092,33216,2010,3.5-4
653,Canarias,32454,1.07,1079577395,33265,2010,3.5-4
654,Cantabria,11707,1.09,387920851,33136,2010,3.5-4
655,Castilla - La Mancha,34654,1.1,1147958312,33127,2010,3.5-4
656,Castilla y León,48673,1.11,1611807294,33115,2010,3.5-4
657,Cataluña,168044,1.11,5570755156,33151,2010,3.5-4
658,Extremadura,14493,1.11,480646160,33164,2010,3.5-4
659,Galicia,43246,1.11,1432691984,33129,2010,3.5-4
660,Comunidad de Madrid,162870,1.11,5399406247,33152,2010,3.5-4
661,Región de Murcia,21916,1.1,727112937,33177,2010,3.5-4
662,La Rioja,5932,1.11,196453827,33118,2010,3.5-4
663,Comunidad Valenciana,79370,1.1,2630819183,33146,2010,3.5-4
664,Ciudad de Ceuta,1779,1.14,59119159,33232,2010,3.5-4
665,Ciudad de Melilla,1542,1.16,51435491,33356,2010,3.5-4
666,Total,641255,1.1,24110010792,37598,2010,4-4.5
667,Andalucía,96243,1.08,3620355112,37617,2010,4-4.5
668,Aragón,20514,1.12,771663427,37617,2010,4-4.5
669,Principado de Asturias,16263,1.1,611406305,37595,2010,4-4.5
670,Illes Balears,13602,1.12,510832169,37556,2010,4-4.5
671,Canarias,25462,1.07,954066400,37470,2010,4-4.5
672,Cantabria,9739,1.08,366335110,37615,2010,4-4.5
673,Castilla - La Mancha,25164,1.11,944952420,37552,2010,4-4.5
674,Castilla y León,38402,1.1,1445311133,37636,2010,4-4.5
675,Cataluña,133489,1.11,5013305532,37556,2010,4-4.5
676,Extremadura,10591,1.11,398891624,37662,2010,4-4.5
677,Galicia,33938,1.09,1279596381,37704,2010,4-4.5
678,Comunidad de Madrid,133886,1.11,5038393193,37632,2010,4-4.5
679,Región de Murcia,17194,1.09,645676169,37552,2010,4-4.5
680,La Rioja,4630,1.09,174029023,37587,2010,4-4.5
681,Comunidad Valenciana,58489,1.11,2197903029,37578,2010,4-4.5
682,Ciudad de Ceuta,1928,1.1,72586790,37649,2010,4-4.5
683,Ciudad de Melilla,1720,1.08,64706972,37620,2010,4-4.5
684,Total,456283,1.11,19133423621,41933,2010,4.5-5
685,Andalucía,67684,1.09,2836475866,41908,2010,4.5-5
686,Aragón,15044,1.13,631374989,41968,2010,4.5-5
687,Principado de Asturias,12372,1.09,518871256,41939,2010,4.5-5
688,Illes Balears,9703,1.13,407543948,42002,2010,4.5-5
689,Canarias,15132,1.08,635266450,41982,2010,4.5-5
690,Cantabria,7059,1.08,295679978,41887,2010,4.5-5
691,Castilla - La Mancha,17865,1.11,749306130,41943,2010,4.5-5
692,Castilla y León,24598,1.12,1029653001,41859,2010,4.5-5
693,Cataluña,95458,1.11,4005919594,41965,2010,4.5-5
694,Extremadura,7097,1.13,297008078,41851,2010,4.5-5
695,Galicia,24396,1.11,1022108621,41896,2010,4.5-5
696,Comunidad de Madrid,97156,1.12,4079200347,41986,2010,4.5-5
697,Región de Murcia,12302,1.1,515351912,41892,2010,4.5-5
698,La Rioja,3553,1.08,148864925,41898,2010,4.5-5
699,Comunidad Valenciana,44010,1.11,1841064931,41833,2010,4.5-5
700,Ciudad de Ceuta,1413,1.12,59252758,41934,2010,4.5-5
701,Ciudad de Melilla,1441,1.11,60480835,41971,2010,4.5-5
702,Total,850657,1.14,44869927541,52747,2010,5-7.5
703,Andalucía,112270,1.12,5888453958,52449,2010,5-7.5
704,Aragón,28070,1.16,1476944982,52617,2010,5-7.5
705,Principado de Asturias,20324,1.12,1067279095,52513,2010,5-7.5
706,Illes Balears,18255,1.16,960019313,52589,2010,5-7.5
707,Canarias,27628,1.12,1461915065,52914,2010,5-7.5
708,Cantabria,11275,1.12,594855799,52759,2010,5-7.5
709,Castilla - La Mancha,29641,1.14,1547663926,52214,2010,5-7.5
710,Castilla y León,42788,1.16,2247177219,52519,2010,5-7.5
711,Cataluña,182820,1.14,9649969378,52784,2010,5-7.5
712,Extremadura,10919,1.15,574086061,52577,2010,5-7.5
713,Galicia,39954,1.17,2101586456,52600,2010,5-7.5
714,Comunidad de Madrid,222065,1.13,11812300153,53193,2010,5-7.5
715,Región de Murcia,20155,1.15,1049811109,52087,2010,5-7.5
716,La Rioja,5633,1.12,295523612,52463,2010,5-7.5
717,Comunidad Valenciana,73884,1.16,3884857181,52581,2010,5-7.5
718,Ciudad de Ceuta,2753,1.15,142623641,51807,2010,5-7.5
719,Ciudad de Melilla,2223,1.15,114860593,51669,2010,5-7.5
720,Total,235614,1.17,17794897473,75526,2010,7.5-10
721,Andalucía,27527,1.16,2074840433,75375,2010,7.5-10
722,Aragón,7411,1.19,558147314,75313,2010,7.5-10
723,Principado de Asturias,5286,1.15,397619323,75221,2010,7.5-10
724,Illes Balears,4868,1.18,367783602,75551,2010,7.5-10
725,Canarias,6850,1.17,514466256,75105,2010,7.5-10
726,Cantabria,3013,1.17,226470617,75164,2010,7.5-10
727,Castilla - La Mancha,6602,1.18,499035760,75588,2010,7.5-10
728,Castilla y León,11019,1.21,831811673,75489,2010,7.5-10
729,Cataluña,53782,1.19,4070035725,75677,2010,7.5-10
730,Extremadura,3310,1.15,250564345,75699,2010,7.5-10
731,Galicia,10793,1.19,812084159,75242,2010,7.5-10
732,Comunidad de Madrid,67451,1.15,5102422353,75646,2010,7.5-10
733,Región de Murcia,4979,1.17,376981049,75714,2010,7.5-10
734,La Rioja,1454,1.16,108761799,74802,2010,7.5-10
735,Comunidad Valenciana,20421,1.21,1540561474,75440,2010,7.5-10
736,Ciudad de Ceuta,480,1.21,35932982,74860,2010,7.5-10
737,Ciudad de Melilla,368,1.15,27378609,74398,2010,7.5-10
738,Total,156000,1.21,22163364259,142073,2010,>10
739,Andalucía,12118,1.22,1544791869,127479,2010,>10
740,Aragón,3370,1.26,420068733,124649,2010,>10
741,Principado de Asturias,2411,1.22,312443791,129591,2010,>10
742,Illes Balears,3061,1.22,426294893,139267,2010,>10
743,Canarias,3775,1.2,479930944,127134,2010,>10
744,Cantabria,1418,1.22,181374450,127909,2010,>10
745,Castilla - La Mancha,3931,1.2,466683509,118719,2010,>10
746,Castilla y León,4828,1.27,587472217,121680,2010,>10
747,Cataluña,38793,1.25,5396681436,139115,2010,>10
748,Extremadura,1185,1.19,132710084,111992,2010,>10
749,Galicia,5246,1.25,700935961,133613,2010,>10
750,Comunidad de Madrid,61236,1.16,9635205053,157345,2010,>10
751,Región de Murcia,2684,1.28,320650625,119469,2010,>10
752,La Rioja,704,1.22,88276629,125393,2010,>10
753,Comunidad Valenciana,10932,1.28,1435013753,131267,2010,>10
754,Ciudad de Ceuta,175,1.33,20459370,116911,2010,>10
755,Ciudad de Melilla,133,1.11,14370943,108052,2010,>10
756,Total,17788121,1.27,339789084815,19102,2011,Total
757,Andalucía,3226262,1.37,49604226319,15375,2011,Total
758,Aragón,576819,1.26,11289422584,19572,2011,Total
759,Principado de Asturias,407206,1.24,8109812563,19916,2011,Total
760,Illes Balears,460021,1.24,8193182563,17810,2011,Total
761,Canarias,812970,1.24,13429231391,16519,2011,Total
762,Cantabria,237519,1.22,4668186709,19654,2011,Total
763,Castilla - La Mancha,828797,1.28,14017550965,16913,2011,Total
764,Castilla y León,1004387,1.25,18853841283,18771,2011,Total
765,Cataluña,3205252,1.24,68424321746,21348,2011,Total
766,Extremadura,431367,1.38,6227124444,14436,2011,Total
767,Galicia,1048032,1.22,19148665364,18271,2011,Total
768,Comunidad de Madrid,2869690,1.23,71344380909,24861,2011,Total
769,Región de Murcia,571140,1.3,9299902949,16283,2011,Total
770,La Rioja,135706,1.29,2561397666,18875,2011,Total
771,Comunidad Valenciana,1914300,1.24,33355545573,17424,2011,Total
772,Ciudad de Ceuta,30420,1.2,671148768,22063,2011,Total
773,Ciudad de Melilla,28233,1.23,591143019,20938,2011,Total
774,Total,3465678,1.39,6513280923,1879,2011,0-0.5
775,Andalucía,938054,1.56,1691251548,1803,2011,0-0.5
776,Aragón,93787,1.35,177566508,1893,2011,0-0.5
777,Principado de Asturias,64983,1.27,123333671,1898,2011,0-0.5
778,Illes Balears,76143,1.26,153800174,2020,2011,0-0.5
779,Canarias,158617,1.27,316046611,1993,2011,0-0.5
780,Cantabria,37219,1.28,73540591,1976,2011,0-0.5
781,Castilla - La Mancha,182045,1.39,333560927,1832,2011,0-0.5
782,Castilla y León,167970,1.31,311051362,1852,2011,0-0.5
783,Cataluña,511509,1.31,978580696,1913,2011,0-0.5
784,Extremadura,126430,1.56,238702203,1888,2011,0-0.5
785,Galicia,165483,1.27,320251128,1935,2011,0-0.5
786,Comunidad de Madrid,379829,1.32,727337641,1915,2011,0-0.5
787,Región de Murcia,125475,1.43,236497961,1885,2011,0-0.5
788,La Rioja,23473,1.46,41973781,1788,2011,0-0.5
789,Comunidad Valenciana,403170,1.31,767376366,1903,2011,0-0.5
790,Ciudad de Ceuta,5839,1.15,11676525,2000,2011,0-0.5
791,Ciudad de Melilla,5652,1.19,10733231,1899,2011,0-0.5
792,Total,2211076,1.49,14788648498,6688,2011,0.5-1
793,Andalucía,451075,1.62,2991274101,6631,2011,0.5-1
794,Aragón,66826,1.5,447862300,6702,2011,0.5-1
795,Principado de Asturias,47934,1.4,323584390,6751,2011,0.5-1
796,Illes Balears,67954,1.39,464093370,6830,2011,0.5-1
797,Canarias,124583,1.4,825418939,6625,2011,0.5-1
798,Cantabria,27636,1.41,185898253,6727,2011,0.5-1
